Feature,Occurrences
EPA estimated city fuel economy,1
Hybrid (biology),1
Report and Analyses,1
Vypress Messenger,1
ksh (ksh93t ),1
Number of Investors,1
Fatpaint,1
Argument values,1
Hidden containers,1
Panorama Composer 3,1
Used in,1
Categories,1
OOP support,1
Allocate on flush,1
Parser,1
File by file,1
Scramdisk,1
Microsoft OneNote,1
ConnectedText,1
Fusion,1
Active Personnel,1
Key,1
File save export import formats,1
Brand common name,1
Zoner Photo Studio,1
Pandora,1
jabatan,1
association,1
Proceed straight or turn right,1
Pixia,1
(string append string string),1
XML Signature,1
Spell check,1
Tong  yong,1
Porteus,1
destruction,1
Military,1
Age range,1
(string   string string),1
IDE Channels (2 Devices Channel),1
Malaysia   Singapore,1
Calendar,1
polis,1
Non laboratory usages,1
toupper(char),1
Caudium,1
Contacts,1
Tkdiff,1
WinDiff,1
Hydrogen sulfide (trace levels),1
Guiffy SureMerge,1
Progress indicator,1
sulit,1
duduk,1
Mac on Mac,1
Password expiration (days),1
Frame layout,1
mkd,1
Pichat,1
Common Criteria,1
Support for multiple transparency blending modes,1
Disable Wi Fi,1
Web Interface,1
AICH,1
ER diagram groupboxes,1
Media player double speed playing,1
string indexOf(substring)   0,1
First,1
Command in EViews,1
Web host,1
Supports IPv6,1
Metadata   Tags supported,1
Fab Process (nm),1
Video connection(s),1
Kik,1
Automatic Author Disambiguation,1
Maintained ,1
ECDH ECDSA,1
Wired digital audio output,1
Block Allow Quarantine List (device info),1
Auto updates,1
Lookup Wikipedia,1
Confirmation,1
Roomba 3rd Gen ,1
Pivotal Tracker,1
N Gage,1
Guest OS,1
Protocol test report,1
U S  Navy  U S  Coast Guard  and U S  Public Health Service,1
Ability to centrally manage all firewalls together,1
FrostWire,1
Parsix,1
Project Analyzer,1
Charting   Dashboard,1
Handset interoperability,1
Command line interpreter,1
Ammunition,1
Display technology,1
Dressman,1
SproutCore,1
Current Context of Execution,1
OS 2,1
For Directories  size column shows ,1
installment (payment),1
Host CPU,1
Main features,1
DANE,1
TclMon,1
money,1
ServersCheck,1
Speech,1
Latest version   date (version),1
Security logging,1
Lens interface,1
last year,1
GOST R 34 10 94   34 10 2001,1
Zones,1
NewsBlur,1
North Korea,1
exit block(break),1
License Pricing,1
Web player ,1
Micro SDHC,1
Iran,1
Global File System   Kerberos,1
Supported data models (conceptual  logical  physical),1
Myfreeimplants,1
Iraq,1
Translate,1
String(reverse(string)),1
Asia Online,1
Stores file owner,1
Ada  Eiffel  Euphoria  Occam  SPARK  ANSI SQL  ToolBook OpenScript  and VHDL,1
Unit testing,1
SafeGuard PrivateDisk,1
Announced (date),1
GINerator mnemonic opcodes    used for GEORGE_(operating_system),1
LDAP authentication,1
Cult Shaker,1
CP M,1
John McCain believes America should continue to work to secure an independent Taiwan and opposes the ability of corporations owned by the Chinese People's Liberation Army to make financial contributions to American political campaigns ,1
Browser undo close tab,1
tun2socks,1
Investment,1
CalDAV Events,1
BASIC (various dialects) ,1
LPD,1
Cloud hosted Net Drive,1
Flow Software,1
Registers (excluding FP vector),1
Credit card required ,1
GIS software,1
LDAP support,1
Invoicing,1
application xhtml xml,1
JPEG XR,1
Wind River Hypervisor,1
federal,1
Developed and or used CDE,1
SciFinder,1
Trac,1
Medium Mark B,1
Medium Mark C,1
Interface DOMImplementationLS,1
BestCrypt,1
Microsoft Compiled HTML Help,1
Textual editor ,1
Interface CSSCharsetRule,1
HTML5 standard,1
HDD bays,1
Native operating systems,1
Redmine,1
Ateji PX,1
Page builder,1
SVISTA 2004,1
transsexual,1
Webix,1
fielder behind the player batting,1
Shinken,1
prayer room (Islam),1
XPath 2 0,1
Inline widgets,1
cryptoloop,1
Tapwave Zodiac,1
License   Price (USD),1
Attachment Support,1
Headings,1
string( n),1
Ek is lief vir jou,1
3D graphic content,1
Samsung T10,1
Ink pen input,1
List view,1
Malpractice,1
Scooba,1
Courses,1
Initial release,1
Mediation,1
UTF 16 q  p ,1
pusing,1
Basis,1
Server protocol,1
Pricing,1
Scan windows   unix servers,1
LILO,1
toad,1
driving licence,1
Primary Purpose(s),1
Identity (not inc  alias),1
Desktop,1
Free Software,1
variable,1
Pidgeon,1
CommaFeed,1
EMCO Software Remote Shutdown,1
Apache OpenOffice   LibreOffice,1
Predefined tags,1
8 bit (byte),1
Boolean( value ),1
Other danger (temporary),1
Runs as native executable machine code for the target instruction set(s) ,1
Include past calendar items (Days),1
music,1
Freeware version,1
Last release,1
Max  file size,1
No horns or motor noise,1
LucidDB,1
implode(separator  array_of_strings),1
Interface AbstractView,1
July,1
because,1
Constitution,1
Country and (Argentine provinces),1
Sequential downloading,1
LINQ,1
Page Preview,1
C   compiler,1
Green Hosting,1
LXC,1
science,1
June,1
Eudora OSE,1
16 bit (short integer),1
L3 Cache,1
Remote control via web,1
Linking,1
Word wrap support,1
EPA estimated highway fuel economy,1
Official website,1
IronKey S200,1
CNN  Tax Policy Center  BarackObama com  and JohnMcCain com,1
Mac OS classic,1
website,1
MyNotex,1
kadar,1
Tag Folding,1
Audit,1
NetBeans,1
  Slots,1
WebApp,1
voucher,1
SFTP support,1
Pollution,1
Zhuyin,1
Statements ratio,1
RAID support,1
Accessibility     graceful degradation,1
SocksCap,1
Online cloud storage,1
Ecuador,1
Open   source ,1
Boots from CD,1
Messaging other users,1
Free database backend support,1
Chapters,1
Port forwarding,1
tofu,1
prayer (Islam),1
Informatica Power Center,1
WideCap,1
Exports   Output,1
Non intrusive notifications,1
Password Complexity,1
GNAT Programming Studio,1
Message logging,1
roundabout (traffic),1
PVCS,1
SChannel 8 2012,1
string  string,1
Libre Software   Open source,1
cockroach,1
File Level Distribution Control,1
FIPS 140 2 validation,1
Musix GNU Linux,1
Session multiplexing,1
string  eq string  or   string   Equals(string  string),1
Export to document (reports),1
Roundabout ahead,1
ATI official driver x86,1
string include (substring),1
work at OSI Layer 4 (stateful firewall),1
Size of media (MB),1
Book references,1
Traffic or bandwidth limit,1
PC Card,1
SNMP,1
IRM support,1
Triggers   Alerts,1
Representative kata,1
Publication,1
SAS OLAP Server,1
ICCCM EWMH compliant,1
std string cmp(string  string),1
Exchange ActiveSync 12 0   Exchange Server 2007,1
bercinta,1
driver,1
Syntax Highlighting,1
Novell GroupWise Messenger,1
In a speech to the American Israel Public Affairs Committee on April 23  2002  McCain said that  no American leader should be expected to sell a false peace to our ally  consider Israel's right to self defense less legitimate than ours  or insist that Israel negotiate a political settlement while terrorism remains the Palestinians' preferred bargaining tool  ,1
ç c,1
pantas,1
pantat,1
Hypertext,1
to comb (verb),1
Crossroads with priority to the right,1
Moscow,1
Frame rate (reverse),1
Electrodes,1
potato,1
sodomy,1
physical media restore,1
Empress Embedded Database,1
Native UTF 16 support,1
Customizable workflow,1
Description  ,1
Case sensitive,1
Nested types,1
gzip,1
Intelligent Chunk Selection,1
Program animation ,1
Percent of GDP,1
Virtualisation,1
Ample SDK,1
Tunnel,1
Echo3,1
Chartist,1
Simple composite types,1
User replaceable HDD ,1
navigation views,1
Other paradigm(s),1
Baldwin would lead the US out of the North American and the Central America Free Trade Agreement  He would impose a revenue tariff ,1
jqPlot,1
Jobs priority,1
Plant Name,1
Base price,1
Programming languages,1
Propulsion,1
Paint NET,1
Akeni LAN Messenger,1
MDX,1
Availability,1
License type,1
VMware ESX Server 4 0 (vSphere),1
 38K  66K,1
Citation count,1
Pedestrian crossing ahead,1
 227K  603K,1
string   string,1
Incineration,1
VPN (Virtual Private Network),1
Sunday,1
ginger,1
Ourproject org,1
File,1
U S  Senate committee memberships,1
string   string,1
RSA EXPORT (insecure),1
BOSS Linux,1
Fast page by page download from web servers,1
BitTornado,1
CD Text,1
NetQoS Performance Center,1
Ireland,1
JBoss Enterprise SOA Platform,1
string     string,1
Related publications,1
LiveGap Chart,1
Headstart,1
string    string,1
HyperPhysics,1
Claimed IPv6 ready,1
buffalo,1
Launch date,1
ScaleMP vSMP Foundation,1
Storage capacity (single side),1
Structure Module,1
Import item,1
B  b,1
Person who likes,1
CD equivalent,1
UDF (More Info),1
Canto,1
find(string substring) returns integer,1
HEVC (H 265),1
ChatSecure   Orbot,1
Global File System,1
MPEG 4,1
Object orientation,1
X  x,1
OS 2  eCS,1
DOSEMU,1
Includes Functionality to Match Expertise with Funding Opportunities,1
Interface ProcessingInstruction,1
PILOT,1
Stop ahead,1
Impotent,1
SChannel 7  8  8 1 2012R2,1
oTop   21,1
DigiKam,1
Online dictionary,1
Instant,1
Bombs,1
Kaseya Network Monitor,1
MilaX,1
MMCP,1
MIG,1
Filter Effects,1
M  m,1
Civil,1
IT Hit Active Directory CardDAV Server,1
ExtraHop,1
PC link,1
Allows procedural programming  functional programming  object oriented programming  generic programming  and template metaprogramming  Favors a mix of paradigms ,1
Ruis die stem van ons geliefde ,1
mattress,1
Doc O Matic,1
NextPVR,1
Year Released,1
Apache MINA SSHD,1
Corel PaintShop Pro,1
RDM Server,1
exec(string),1
Tixati,1
Video Disk Recorder,1
Spam protection,1
Maximum weight per tandem axle,1
MKL,1
Allow internet sharing from device,1
Mobile Clients,1
Fire,1
TDP (Watts),1
MKV,1
MLA,1
Export to Visio,1
Prices,1
Tibia,1
Other technical features,1
Algeria,1
Game media,1
Adobe Fireworks,1
Support smart card authentication,1
iCore Virtual Accounts,1
MMC,1
Supported CPU architecture,1
Bundaberg   X,1
Resume Download,1
Milagrow RoboCop,1
girl,1
Fermentation,1
Supported by hardware players,1
Nian panon  iutagan donu al ni hodia  ,1
Spouse,1
Fullscreen,1
Double first base,1
Frame rate at maximum resolution,1
Presidential candidate,1
Easter,1
Webconverger,1
hidden,1
MNG,1
Filesystems,1
Basketball,1
 string containsString substring ,1
HTTP Live Streaming,1
perfume,1
No pedestrians,1
Shell,1
Widget engine,1
String formater for labels,1
HDR input (EXR  HDR  Logluv  etc ),1
JDBC,1
Delphi   Pascal,1
Mobcaster,1
Antenna,1
rayuan,1
Personal Knowbase,1
Primary APIs,1
const keyword for defining immutable variables and member functions that do not change the object  Const ness is propagated as a means to enforce  at compile time  correctness of the code with respect to mutability of objects (see const correctness) ,1
Latest stable version (date  number),1
string string,1
MP3,1
GeForce 9800 GX2,1
In both languages arrays are covariant  This means that a String   array is assignable to variables of Object   because String is a specialization of (assignable to) Object  In both languages the arrays will perform a type check when inserting new values because type safety would otherwise be compromised  This is in contrast to how generic collections have been implemented in both languages ,1
Platform   OS,1
XML matching tag highlight,1
Command in Stata,1
Launches reaching space,1
Connection Model,1
MPG,1
Target system type,1
Join throttling,1
Generated and Replaced Content,1
when,1
Major Wars and Events,1
dynamic size array,1
pavement  sidewalk,1
Kayako SupportSuite,1
Tarpit,1
Copy files over 2 GB limit,1
Synchronizer,1
Negated character classes,1
US model year,1
Log,1
Mass (g),1
Corel Photo Paint,1
AccelOps,1
Hits inside the field result in   ,1
string    string or   string  EQ  string,1
Auto scroll,1
Live Update,1
Widget toolkit,1
irc    URI scheme,1
Dojo Charting,1
BSD Unix,1
3D Graphics Animated pieces mode,1
DéjàClick,1
Newton eBook,1
File size limit,1
WebDAV Upload,1
lernejoalo,1
Photo Raster,1
Length of Game,1
Weight (tonne),1
Hong Kong,1
No  of players,1
Thailand,1
Passworded,1
Ingres,1
function call,1
MRS,1
Built in macro editor,1
Integrity Virtual Machines,1
Proxy client,1
Interface LSProgressEvent,1
Other Control,1
GeForce 9800 GTX,1
Objective C,1
Color management,1
OpenCanvas,1
UTF 9 and UTF 18,1
H 265  HEVC,1
substr(string  0  n),1
strawberry,1
driver's license (U S )  driving licence (UK),1
MSP,1
string    string,1
TTS support (read aloud),1
wrong,1
Flat files,1
shirt,1
calling a function,1
OR 5 4,1
Speed   GHz ,1
Offline maps,1
COMPASS,1
Pixtra OmniStitcher,1
ProxyCap,1
Common Interference,1
Blind support,1
GeForce 9600 GSO,1
Table of Contents,1
Code review,1
string compare  string,1
Kazehakase,1
trace network route,1
DOC  ,1
golf club (stick),1
Link local (XEP 0174),1
Hard drive  partition size max,1
Consumption,1
Timetop Gameking 1   2,1
Selective downloads,1
Roadworks ahead,1
SOAP,1
Milagrow RedHawk,1
DEELX,1
Informix Dynamic Server,1
XRegExp,1
IA 64,1
Artweaver,1
Gobe Productive,1
Equivalent,1
MVC,1
Allow mobile OTA update,1
Microsoft SQL Server,1
ahli,1
Listing lifetime,1
Bitmap,1
SmartDraw,1
Document comparison,1
Customize text alignment,1
Menu for inserting symbols,1
VBDOX,1
sort (schemes),1
Amount (TBq),1
Agentless,1
SOCT,1
Mandriva,1
django,1
Modularity  supports third party modules to extend functionality ,1
Object pinning (fix variable to address),1
Disable memory execution support,1
downcast,1
Methane,1
Monitorix,1
Latest ISO IEC standardised version,1
MXP,1
Implicit directory change,1
Bontq,1
Microsoft Windows Storage Server,1
sauce,1
Oxygene,1
Data Compression,1
Substitution,1
SQL support,1
IronKey S100,1
Samsung Galaxy Player,1
Graphical installation process,1
File Compare,1
Portable Document Format,1
High court seats,1
Intellinote,1
AdroitLogic UltraESB,1
Card family,1
Regions,1
Minimum child age (front seat),1
Windows XP,1
MantisBT,1
Graphical user interface,1
First public release date (YYYY MM DD),1
Notes for the Java implementation   Ruby accessors names are generated from the attribute name with a   suffix  When assigning values  Java developers must use the Ruby accessor method name   Dynamic objects from a foreign language are not first class objects in that they must be manipulated through an API ,1
Line numbers,1
Illegal pitch,1
ArchitectureOCS,1
MPW IIgs Assembler,1
collectionOfAnything asStringOn  stream delimiter  separator    collectionOfAnything joinUsing  separator,1
XtratuM,1
degree (of temperature),1
Swan Crystal,1
Budget,1
Raster  vector,1
Beneficiaries,1
MATLAB M code,1
Terrorism,1
vimdiff,1
string    string,1
PCMCIA PC card,1
Source code,1
4DOS,1
poll(),1
reverse string,1
Reflective,1
application xslt xml,1
hired car  hire car,1
ActionScript,1
GNU arch,1
       Manned missions,1
pupuk,1
TI Professional,1
Coccinella,1
Year introduced,1
Speed limit on motorway (km h),1
Fields and initialization,1
Multi Co,1
EXASolution,1
DHTMLX Charts,1
No parking,1
RocketHub,1
Ethernet MAC source address,1
Theoretical max  capacity (nom  in GiB),1
commissioner,1
image,1
Management Corporate experience,1
   ,1
Cannot create an array where the component type is a generic realization (concrete parameterized type),1
kacak,1
air force,1
WorldClient,1
PowerVR core,1
Notes on the Java implementation   Files readAllBytes method reads a whole file into a byte array   Files write method writes a byte array into an output file  indicated by a Path object   Files write method also takes care of buffering and closing the output stream   An explicit option should be specified for the Files write method whether it should overwrite or append to the output file   StandardOpenOption CREATE indicates that the output file should be created or overwritten if exists ,1
Tracker exchange,1
Italy,1
RedBoot,1
refrigerator,1
Crucial,1
Sensor,1
GOST 28147 89 IMIT,1
Fillrate (GT s),1
string substr(0 n),1
Scan peripherals (desktops  printers  etc ),1
Advanced operator ACL,1
FreeRTOS kernel,1
Anaerobic digestion,1
Storage icons,1
create file system,1
AfterLogic WebMail Lite,1
Main characteristics,1
class,1
Oracle Enterprise Service Bus,1
Pointer events,1
UDP tracker,1
Rockbox kernel,1
strtoupper(string),1
counter,1
Process substitution,1
Hard real time support,1
RELAX NG,1
Maximum number of lemmings,1
AV TEST,1
very,1
Loans,1
decade,1
Peak GFLOPS,1
string ne string  or string NE string,1
Initial Release,1
Interoperability with External Systems,1
Browser save any file,1
Other listening platforms ,1
a ball,1
FTP over SSH,1
Perl 5,1
DEFLATE (insecure),1
Snapshot,1
decree,1
Cooperative Linux (coLinux),1
DCCP,1
Komodo IDE   Edit,1
Number of features included,1
String processing,1
Downloading headers XOVER,1
On the Fly,1
Display DPI,1
Block suballocation,1
Warhammer Online  Age of Reckoning,1
RetroShare,1
Windows NT,1
ILNumerics Net,1
Services integration (built in services),1
Circus Ponies NoteBook,1
lift  elevator,1
Integrated dictionary,1
GNU Linux,1
Parallels Workstation,1
Floating point,1
Maximum pathname length,1
Morrow,1
Solution,1
strings ToLower(string),1
Surround,1
Implementations covered by patent license,1
Microsoft Visio,1
Allow desktop sharing from device,1
Ons sal antwoord op jou roepstem ,1
redsocks,1
Application and developer,1
Microsoft Visual Foxpro,1
Windows Phone player ,1
Oracle VM Server for SPARC,1
Black Douglas,1
Caribbean,1
Wired video out,1
DTLS 1 2,1
Sort books,1
Sublicensing,1
Paradigm,1
cache decoded images,1
DTLS 1 0,1
Model name,1
penganjur,1
Mongoose,1
External hardware,1
Video player,1
NFS,1
SysEx messages,1
Trust on First Use (TOFU),1
Memory slots,1
Android player ,1
ser ud ,1
Updated,1
No tractors,1
car valeting,1
Data access,1
E Books,1
Theora,1
Video chipset,1
EEPROM,1
coat,1
Location   center,1
magistrate,1
Give Way,1
hammer,1
Vertical obstacle   Trench crossing   Fording depth,1
R Crypto,1
Fixed drives,1
Current price,1
apply(thisArg  argArray),1
Manufacturing,1
Kompare,1
Audio format supported,1
Generic exceptions are not allowed and a type parameter cannot be used in a catch clause,1
Dragon Oath,1
At a town hall meeting January 6  2008 McCain was reported to have answered a question on the Armenian Genocide by noting that he recognizes the Armenian Genocide  but opposes the Armenian Genocide Resolution due to the Turkish government's sensitivities and the importance of their continued contribution to the war on terror  On September 29  2008  in an open letter to the Armenian American Community of the United States he stated  that  it is fair to say that one of the greatest tragedies of the 20th century  the brutal murder of as many as one and a half million Armenians under the rule of the Ottoman Empire  has also been one of the most neglected  and that  it is our responsibility to recognize those tragic events  ,1
WebDAV,1
Mi2,1
select(),1
(string   string)   (string   string),1
mudguard  wheel arch  wing,1
JBoss Enterprise Service Bus (ESB),1
 string compare string ,1
province,1
Verstaan jy my ,1
Pascal,1
freeSSHd SSH Server,1
teacher (religious  Islam),1
Core clock (MHz),1
Related model,1
Code suggestion,1
Interface RGBColor,1
Taking a lead from base,1
basic system capabilities,1
DHCPv6,1
Fish eye lenses,1
Maximum per file size,1
Peripheral,1
DANE (DNSSEC),1
device,1
(som) du snakker om ,1
player who delivers the ball to start play,1
Output Formats,1
NLM,1
Highcharts  Highstock,1
Party,1
Gitorious,1
Ddoc,1
Project type,1
Synergy,1
ASN 1 (XML Encoding Rules),1
 doc,1
API (version),1
Monotone,1
garage,1
Proxy support,1
PCI Express,1
Application software,1
pull,1
GNU Scientific Library,1
Result for matched song ,1
Dutch,1
Wakanda,1
Languages Supported,1
country,1
File extension,1
Resin Open Source,1
Pulldown,1
Undergraduate education,1
USB keyboard,1
Yale,1
Clipboard Transfer,1
DirectShow,1
Fabrication,1
ClearOS,1
ZMODEM transfers,1
Show total values over the bars,1
Chaos theory (math),1
echo  string   tr 'a z' 'A Z',1
Color management for print,1
Odoo,1
iOS App,1
Design time support,1
BeleniX,1
std string toUpper(string),1
Reclamation,1
Computer algebra system,1
rIRC,1
       Lunar or Interplanetary missions,1
Armament,1
Native interoperability,1
Image viewer,1
Video output,1
OTRS,1
Styles (bold italic etc ),1
Create   Alter wizard,1
Keyboard mapping,1
Abortion,1
Multiple axis,1
Measurement time  seconds,1
illegal drugs,1
Plain Ticket,1
Operating system level virtualization,1
Mass to other orbits (kg),1
Guest OS SMP available,1
Web radio TV,1
Upper house,1
Server push data retrieval,1
Group priority,1
(concatenate 'string string string),1
Partial match,1
Commissioner,1
Digital Rights Management,1
Interface NodeEditVAL,1
Atari,1
33 MHz PCI,1
bootman,1
Cross browser 2d Vector Graphics,1
Simple visual effects,1
Maxthon,1
Hardware token support,1
Gna ,1
Installed by Default,1
HOLAP,1
Oracle Linux,1
new StringBuilder(string) reverse() toString(),1
SourceForge,1
dMessage,1
DHE RSA (forward secrecy),1
Languages supp,1
Records mouse,1
Max Timestamp Resolution,1
Web Client,1
YUI Charts,1
Oldest non EOL version,1
Munin,1
Source code available ,1
Real Time,1
IBM Tivoli Network Manager,1
Maximum host disk volume size,1
Browser,1
SUSE Linux Enterprise Server,1
OLE DB for OLAP,1
McCain has called upon the United States to reject Sudan's demand that the AU peacekeeping force leave or be bullied   McCain believes that America must convince our allies in the region and friendly Arab nations to abandon their support for Sudan and force them to accept more peacekeepers   On a more immediate time frame McCain has called for the use of NATO air power to establish a no fly zone and the use of intelligence assets to gather evidence of genocide and build cases against its perpetrators ,1
out,1
Frank McEnulty,1
tigris org,1
noon,1
Keyboard shortcuts,1
Predecessor file format,1
TUX web server,1
Zone ID supported ,1
string first  n,1
HTML 5 ,1
Web server,1
 161K  227K,1
Design Authority,1
Google ,1
Custom ringtones,1
Intl   ,1
Remote wipe,1
Secure (password) prompt,1
NUT,1
Browser save audio video,1
Supported OSs,1
Interface Counter,1
string    string,1
Failsafe I O,1
SyncBookmarks,1
Torrent,1
Filter according to User Authorization,1
Doxygen,1
Disinfectant,1
Kolourpaint,1
Max DATE value,1
Server Search,1
bufalo,1
Fact Monster,1
Nader is credited with helping the Clean Air Act (1970) and Safe Drinking Water Act (1974)  He was one of the first public figures to advocate renewable energy during the 1970s  Nader supports mandatory standards for recycling and precycling  especially in areas of government control ,1
Split screen app usage,1
akta (from Latino Dutch acta),1
FLOSS,1
NAT (static  dynamic w o ports  PAT),1
Emails,1
Scan storage devices,1
Panoweaver Standard   Professional,1
Script,1
Max   operand,1
BitArmor DataControl,1
n Crypt Pro,1
Isotope,1
Free GB (number only),1
Authoritative,1
Ground glass,1
Require signed S MIME algorithm,1
Import namespace,1
Routes by protocol (e g  MPLS VRF  multicasting),1
Speed  GHz ,1
Opera 12,1
Multiple projects,1
instanceof is not allowed with type parameters or concrete generic realizations,1
ApiGen,1
Chicago Turabian,1
SASL support,1
faction (politics),1
CleanMate,1
Trending,1
player who strikes at the ball,1
string   string,1
Pointer and arithmetics,1
Profiling Debugging,1
Notational Velocity,1
contains(string substring) returns boolean,1
Get object type,1
Equestrian path,1
power weight,1
lineup,1
R  r,1
Dingoo A320,1
Partitioning,1
Red Flag Linux,1
VCS Support,1
Cerberus,1
Filesystem,1
vice president,1
Media player audio scrubbing,1
eCryptfs,1
Non password credentials prompt,1
G  g,1
Freebies,1
NZB,1
World achievements,1
TSIG,1
No right turn,1
Belgrade,1
API   Commandline available,1
Replace current program with new executed program,1
Floppy,1
protected,1
Internet support,1
Portion,1
Teamwork repository,1
Any With Comments,1
Lisbon,1
Formats total  ,1
PikeOS,1
Write back,1
BullGuard,1
Yaws,1
No multidimensional arrays (rectangular arrays)  but arrays of references to arrays (jagged array) ,1
Import Data,1
Ek het jou lief,1
Extra Information,1
journalist,1
Bibble,1
FreeBSD Jail,1
Supported metadata standards ( 2),1
eraser,1
Rank by country Rank by US State,1
Alexa rank (lower   more popular),1
string eq string,1
 FUNCTION  UPPER CASE(string),1
Oracle WebLogic Server,1
U S  code,1
PA RISC,1
Upload software ,1
CipherShed,1
Schengen Area,1
kernel,1
Hosted On Premises,1
photograph,1
Enable Disable sleep mode,1
ToUpperCase string ,1
Custom File hosting,1
Oracle iPlanet Web Server,1
Multiple volumes,1
Notification view widgets,1
Oor ons ewige gebergtes,1
User Support,1
United Nations,1
Data compression,1
Public key authentication,1
string reverse(string)   (string) reverse(),1
MicroStrategy Intelligence Server,1
Free to use,1
Usable in bright room,1
pinch hitter,1
Second Life,1
entry into sea (TBq),1
Launches reaching target orbit,1
Digital subchannel,1
Compiler,1
Disk copy created,1
Gnote,1
MaxDB,1
list,1
batting order,1
Windowable,1
wire,1
Monaural beats,1
Non free database backend support,1
Game Boy Light,1
uppercase(string) returns string,1
ClustrixDB,1
GitHub,1
Supermarket,1
PRTG Network Monitor,1
Configurability,1
FIPS 140 2 certified,1
Oven,1
Release cycle,1
Mass (kg),1
Interface Entity,1
Cost of credit report,1
Java builders,1
March (month),1
Interface CSSImportRule,1
satisfied pleased,1
X window manager,1
Application block list,1
Alloy,1
Code folding,1
Cost Models,1
CFast,1
Base elevation (feet),1
DNSBL,1
Size (base system  X installed),1
ODBC,1
Command name completion,1
Boot Camp,1
upcase(char),1
GUI Builder,1
Drizzle,1
iOS player ,1
infield,1
Scrutinizer,1
Domestic animals,1
Replaceable battery,1
Tiny Tiny RSS,1
Syntax highlight,1
Microsoft Hyper V Server 2012 R2,1
Price in USD,1
e mail,1
Part number,1
Academic noncommercial use is free,1
McCain favors tax credits of up to  5 000 for families that purchase health insurance   We do not believe in coercion and the use of state power to mandate care  coverage or costs   His plan would reduce the number of uninsured by 1 million by 2009 and 5 million by 2013  while raising the national debt by  1 3 trillion over 10 years  according to one estimate ,1
KpyM SSH Server,1
StuffIt,1
Road narrows,1
NewsAccess,1
GDP (Billions of US  in PPP),1
Openadaptor,1
Policies ,1
Ovid,1
Resort Name   Website,1
Guest CPU,1
Power supply,1
Profile,1
there  thither (about direction),1
Trend Prediction,1
hitting the ball in a specific area,1
Audio Video Streaming,1
Explicit processor declarations,1
Property list (binary format),1
Syntax colored,1
string contains(substring),1
string substring(0 n),1
Protocol Buffers,1
3D support ,1
Macedonia  Republic of,1
Compiles to EXE files,1
Global Search,1
Teaching experience,1
Hosted Platform,1
Cache (KiB),1
Thickness (mm),1
Other graphics file formats,1
OGM,1
Sphinx,1
Spouse s undergraduate education,1
Requires premium fuel (91 octane (R M) 2 ),1
Multiple undo redo,1
thumbnails (sizes),1
diff3,1
PowerPC,1
Static members are shared across all generic realizations (during type erasure all realizations are folded into a single class),1
Encrypts files,1
string     string,1
HPUX,1
Data Export Types,1
Lock screen widgets,1
Microsoft Access (JET),1
Alan Keyes (campaign),1
Operator prefixing,1
ALAC,1
Compile time templates  Allows for Turing complete meta programming ,1
Look ahead,1
View current state,1
Vypress Chat,1
SVG 1 1    CSS4,1
Memonic,1
F ROBO CLEAN,1
OPSWAT,1
No standard inline documentation mechanism  Third party software (e g  Doxygen) exists ,1
FileZilla,1
Basic table elements,1
National speed limits,1
Statement separator terminator,1
OSL2000 Boot Manager,1
snow,1
Two player mode,1
Verax NMS,1
GraphicConverter,1
Max job submitted,1
uptime software,1
Throughput,1
Interface LSSerializerFilter,1
256 colors,1
MS SQL Server,1
victim,1
department,1
programation language,1
svnd   vnconfig,1
Medical School Application service,1
Viewfinder type,1
konfeksi,1
Okular,1
File access control,1
Look behind,1
 TP,1
Media database,1
HTML5,1
3G dongle,1
Supports the goto statement ,1
XML aware,1
Extra features,1
Disable POP3 IMAP4 email,1
Namespaces,1
Papua New Guinea,1
Mail Server,1
Supported bailout,1
Manual pings pongs,1
Character set,1
String representation,1
Demo,1
WinMessenger,1
Circuit switching,1
Last content modification timestamps,1
HMAC SHA1,1
Most recent release,1
Project,1
SuperCollider,1
Bookmark,1
TinySSH,1
UI and version,1
Web based,1
PowerVM,1
club (association),1
Parking place,1
Arrays and collections are completely separate with no unification  Arrays cannot be passed where sequences or collections are expected,1
TDP Watt,1
Compression  algorithm,1
por,1
orange (colour),1
SD card slot,1
E mail,1
jawatan,1
Offbeatr,1
Jedox OLAP Server,1
Guarantee,1
Athletics (sport),1
Additional protocols,1
Windows Mobile Pocket PC,1
Change TTL  (Transparent to traceroute),1
MP3 Rocket,1
Pedestrians only,1
NaviBot,1
Neo Geo Pocket Color,1
Online S W Upgrade,1
Commodore 64,1
Managed,1
Organises Projects,1
Virtual Servers icons,1
Copssh,1
Scheme,1
FM radio,1
No motor vehicles except motorcycles,1
Community website support,1
Real time,1
Unread message tracking,1
YAML,1
Starts up to previous state,1
CPU time available for the autonomy software,1
IPHost Network Monitor,1
First public release   date (version),1
continue,1
Server (library),1
Tunneling,1
Definition lists,1
Softros LAN Messenger,1
Source code can be written to be platform independent (can be compiled for Windows  BSD  Linux  Mac OS X  Solaris  etc   without modification) and written to take advantage of platform specific features  Typically compiled into native machine code  must be re compiled for each target platform ,1
TI BASIC,1
Globbing qualifiers (filename generation based on file attributes),1
Arado Websearch,1
Code coverage,1
Canadian Club,1
P2P,1
Ultimate Paint,1
receipt,1
mean (verb),1
Positioning,1
Revision control,1
strcmp(string  string),1
Description      ,1
SFTP SCP,1
Netscape Navigator 9,1
CrossCrypt,1
Source code language(s),1
Manner,1
CintaNotes,1
