Cell,Occurrences
FTP  SFTP  HTTP  HTTPS  WebDAV and WebDAV over SSL  Plugin API  Windows Active Directory   LDAP authentication  SQL authentication  Web UI administration  Events   Alerts  file revisions and synchronization ,1
E empty,1
12 hours after last listing or until self delisting,1
Epictetus,1
CAD CAM interoperability,1
to be going to go,1
input type  search ,1
GeForce Go 7800 GTX,1
Sendmail,1
Eugenio Tacchini,1
SIGMA RAW,1
Contains substring,1
P 108,1
400 550,1
Permanent until delisted via website ,1
Supported by many web browsers via plug in ,1
conic gradient(),1
 pmp,1
637 5,1
Valid,1
1 648,1
1740,1
N child of,1
style,1
OpenLink Software,1
WavPack Lossless,1
bordercolordark,1
11 84,1
Supported by GEM Paint,1
Napster,1
Kentucky Supreme Court,1
November 29  2002,1
Their web server is down 2014 11 17   Their RBL server is reporting all queries as SPAM ,1
show filtered data in all fields,1
First child of type,1
 pnm,1
pàiste leanabh,1
Gallery Project,1
Deflate,1
Scriptable vector image format  supported by major web browsers  occasionally via plug in ,1
 a          ,1
Percona,1
Calpont,1
2014 03 11 (2 10),1
Yes  by controlling if registrations are allowed or not,1
Lists hosts known as being in certain geographic locations ,1
Fastpitch softball,1
counter(),1
FirstClass,1
Fortran 66,1
 ppm,1
2012 11 20 (1 0),1
LogicalDOC,1
RPG Maker image file,1
MIFF,1
Must be under 70 at time of election,1
 fh4   fh5   fh7   fh8   fhc   fh,1
VMDS (Version Managed Data Store),1
 r3d,1
FlashPix (1 0 2),1
2014 08 13,1
zombie dnsbl sorbs net,1
ILM,1
Intel PRO Wireless 2200BG 2225BG 2915ABG,1
Dovecot,1
Radeon 9000 Pro,1
MPL 1 1  Charityware,1
Flexible Image Transport System,1
percentage,1
Dolby AC 3,1
Cartesian Products  Inc ,1
IMA,1
Swiss Academic Software,1
the viewport's height,1
A raw image format suitable as an archival format and as the native raw format of digital cameras,1
Microsoft Paint,1
Form history,1
spamtraps  in order to avoid abusive reports (Competitors  false positive  etc   ) only MegaRBL team can add an IP to the list ,1
 prc,1
70 (at end of calendar year),1
64  256,1
1792,1
4th Dimension,1
Domains which the owners have confirmed will not be used for sending email,1
Zope Object Database,1
integrated web search  pdf download  auto completion,1
TIFF FX,1
Baron Schwartz,1
Initial Graphics Exchange Specification,1
A' Ghearmailt,1
9 2,1
GeForce4 Ti4800,1
E active drop,1
9 4,1
9 5,1
P126,1
P125,1
P128,1
P127,1
P122,1
P121,1
P124,1
P123,1
Gerber Format,1
basefont,1
P129,1
Sharp Corporation,1
2014 08 29,1
 btf   tiff   tif,1
Adobe Systems  IBM  Netscape  Sun Microsystems,1
America,1
Toad,1
US 30 50   Free for libraries up to 100 refs,1
P131,1
P130,1
Flash,1
P115,1
P114,1
P117,1
original,1
P116,1
1 Hz to 16 777216 MHz,1
P113,1
Electric,1
23 36,1
Only child,1
P119,1
P118,1
image cineon,1
ICSharpCode Team,1
Chairman of Central Military Commission  Xi Jinping  Minister of National Defense General Chang Wanquan  Chief of PLA General Staff General Fang Fenghui,1
RAD,1
2000  2005,1
RAF,1
application x gimp image,1
pybliographer developers,1
1 18 0,1
Hosts that have sent spam to the admins of SORBS in the last year,1
P120,1
Scott Wheeler,1
Out of range,1
Dated rle packed indexed image format  used in some early 3d shooting games like Unreal Tournament as it takes up very little space and is easy to decode ,1
Pre 1950s oidhche in Irish,1
Used by GIMP,1
P148,1
P147,1
IP addresses used to send spam to traps or members,1
P149,1
P144,1
MicroStrategy Office   Dynamic Dashboards,1
P143,1
A single lookup for querying the SBL  XBL and PBL databases ,1
P146,1
3 2 2 2   4 4 4,1
Spotify LTD,1
P145,1
PFS  1st Publisher clip art,1
application vnd xara,1
Cloud IDE,1
 ptx,1
Codea,1
custom(),1
P151,1
P150,1
P153,1
RealNetworks,1
Precision Graphics Markup Language,1
P152,1
RBL,1
 hdr,1
Progressive Graphics File,1
Symantec,1
P137,1
E only child,1
YCbCr,1
P136,1
P139,1
AAC,1
P138,1
P133,1
P132,1
Advanced Bitonal Compression,1
P135,1
P134,1
David Mumper,1
152mm Howitzer,1
Not an SMTP server  but offers SASL to MTAs     POP before SMTP via DRAC plugin  PAM  MySQL  PostgreSQL  SQLite  LDAP  Active Directory(LDAP)  Kerberos 5  proxied IMAP auth  getpwent  shadow  SIA  BSDauth  Vpopmail  APOP and SASL mechanisms  ANONYMOUS  PLAIN  LOGIN  CRAM MD5  DIGEST MD5  SCRAM SHA1  EXTERNAL  GSSAPI  NTLM  OTP  SKEY  RPA ,1
web based BibTeX front end,1
Senior year,1
Research Manager,1
basefont  font  hr,1
P140,1
P142,1
P141,1
Caché,1
925,1
reul,1
P169,1
ps  ps2  ps3,1
P166,1
P165,1
P168,1
P167,1
Desktop (Win  Mac  Linux)   Web components  iOS and Android,1
image vnd djvu,1
Macintosh PICT Format,1
Bismarck class,1
character set promulgated by the Malaysian Ministry of Education,1
P173,1
P172,1
P175,1
P174,1
Breatain (Britain) is the same in both  but  little  Breatain is different in each  Brittany in Scottish and Wales in Irish  The Scottish Gaelic equivalent for Wales is A' Chuimrigh  a Gaelicisation of an Anglicisation of the Welsh Cymru  The Irish for Brittany is An Bhriot in from Latin  Britannia  ,1
RS690C (zeus),1
P171,1
P170,1
OpenRaster,1
P159,1
Plain  Login  CRAM MD5  Digest MD5  Certificate,1
P158,1
P155,1
DDR  GDDR2,1
P154,1
BlackBerry OS,1
P157,1
Mayor  None,1
P156,1
DDR  GDDR3,1
Doc  others,1
plaintext,1
Spamtrap,1
rhsbl,1
940,1
1 2 11 (November 16  2007  7 years ago),1
P162,1
dul dnsbl,1
P161,1
       u ,1
Opus,1
P164,1
P163,1
Paul Kulchenko  ZeroBrane LLC,1
Yes (SpamHalter extension),1
June 1  2003,1
SBL XBL,1
 pxa,1
P160,1
Hyperlink,1
10gR5,1
 koa   gg (compressed),1
4 8 8 8,1
P188,1
P187,1
P189,1
Kaichu class,1
E attr   value  ,1
Deployment,1
Malaysia,1
Detlef R ttger   Jan Borchers,1
2015 01 23,1
Supported by SAS GRAPH,1
Underline,1
P195,1
P194,1
P197,1
P196,1
'keep it',1
P191,1
J6I,1
P190,1
An Bhreatain Bheag,1
V8 2  V9 1  V9 5,1
P193,1
P192,1
IBM AIX assembler,1
Vorbis,1
3 4 2 (November 9  2014  6 months ago),1
P177,1
Inline layers,1
oile n,1
P176,1
Radeon 9800 Pro,1
GeForce FX Go 5100,1
P179,1
P178,1
  y  ,1
RGB,1
IETF,1
ARC Digitized Raster Graphics,1
GroupWise,1
eMule Plus,1
Used by Sony Cyber Shot,1
Partial (OSR 2 1 2 5 only),1
P184,1
P183,1
P186,1
Computer Graphics Metafile,1
256 256,1
P185,1
P180,1
Java BibTeX manager,1
P182,1
 sgi   rgb   rgba   bw   int   inta   icon,1
P181,1
Debugger,1
Cardett Associates Ltd,1
          ,1
Portland class,1
rarely (escalation),1
Webyog Softworks Pvt  Ltd ,1
number frequency unit,1
application x authorware map,1
application x director,1
v0 1i,1
Maatkit,1
Power Practice Px,1
Negations,1
 tny   tn1   tn2   tn3   tn4   tn5  tn6,1
P199,1
OpenIndiana,1
TDP (watts),1
P198,1
E local link(0),1
11g R2,1
Built in  or FreeRouting,1
250 warhead (ranked 4th ),1
Mobility Radeon X1900,1
16  24,1
A number of words are used in both languages for  ocean  and  sea   such as aigéan aigeun  an fharraige  Caladh or cala (also in the compound  calafort     cala phort ) are commonly used in Irish for  harbour  ,1
rialtas,1
User Account Control,1
MIDletPascal,1
Radeon Xpress 2100,1
Those not already listed in the HTTP or SOCKS databases,1
Cover Flow Extensive options for library sorting  Customizable background picture   transparency settings  Has some stability problems on iOS    5 0  Stanza is not being updated any more,1
The money that users spend goes into a  perk bank  and can be redeemed for creator determined perks  Free subscriptions are available ,1
misc dnsbl,1
CMYKA,1
992,1
993,1
E   F,1
996,1
Littorio class,1
E first line,1
Strictly enforces registration with Kobo  Support for magazine subscriptions   Extensive social media support via Facebook   Reading statistics and achievements ,1
TokuDB,1
24 8 24 8,1
Year 13,1
Year 12,1
number angle unit,1
9th grade,1
Year 11,1
 page left,1
 u  ,1
Used by Microsoft Windows,1
Based framework,1
AmigaOS,1
ivmSIP 24,1
Radeon LE 7100 (OEM),1
Family Tree Builder,1
 cdr   ccx   cdt   cmx,1
Germany,1
Reverses the order of the characters in the string ,1
mantenha o,1
Mozilla,1
       ,1
Similar to pre and plaintext  but ignores all HTML within and displays as is,1
Last child,1
Yes  all levels under ISF  NSA and ASA  Used on a state by state basis in high school ,1
GeForce3,1
image set(),1
pbl spamhaus org,1
DB2  Sybase ASE,1
Descendant,1
SWIFT (part of OpenStack),1
angle,1
Enhanced Metafile Format Plus Extensions,1
table,1
Supported by StarOffice Graphics 2,1
Java  R,1
2012 05 29,1
Last 60 days,1
English  French,1
Polyomino Compressed Image Format,1
Export book info  notes  highlights to mail  sms  Facebook  Twitter   Localization in English and Russian   Single page  dual page or scroll viewing modes   Crop page margins manually or automatically to fit page content to the screen size   Allows zoom in or out a page via pinch and stretch gestures   Allows zoom to a particular text fragment via double touch   Adjust font size via pinch and stretch gestures (epub  fb2  txt) ,1
640    ,1
FreeBSD  HP UX  Solaris,1
GeForce 6800 XT,1
Passive Spam Block List,1
report,1
Designates that all HTML be ignored  and to display the page as is,1
 hpc,1
original (based on the BASS audio library),1
IP addresses detected as abusive at ISP's using MagicMail Servers  with non conforming reverse DNS service (See Best Practises) indicative of compromised systems,1
auto,1
AIMP DevTeam,1
PENTAX RAW,1
March 1997,1
community ,1
David V  Kocher,1
office,1
Supreme Court of Georgia,1
Mobility Radeon X300,1
896 56 16,1
download,1
gEDA,1
Only IP addresses exhibiting characteristics specific to open proxies  spamware  malware downloaders  botnets and the like ,1
Used to allow the addition of comments to HTML documents,1
Australia  Netherlands  UK  USA,1
The ball remains live  If the batter reaches base successfully and all runners advance  no penalty  otherwise  the play is negated  the pitch attempt is automatically a ball and runners advance one base ,1
AMI,1
FireStream 9350,1
rect(),1
May 3  2004,1
PSBL,1
Class browser  Functions  Errors  Processes  Symbols  Systems,1
GeForce4 MX440 8X,1
Brooktrout Fax,1
Elsevier,1
Optional PDF password protection  Localized in English  French  German  Norwegian  Icelandic  Italian  Portuguese  Romanian  Danish  Support for Chinese  Japanese  and Korean language epub3 format including Vertical writing mode and R2L page order  Supports multiple concurrent Adobe user account activations  both Adobe ID and Vendor ID accounts  Export notes and highlights to email  Collections Feature for organizing user Library,1
G3 Fax,1
ivmURI,1
OpenType rlig ligatures,1
10 11,1
1 1,1
 xaml,1
Mamiya,1
November 1995,1
ANI,1
Before,1
Dictionary,1
DB2  Sybase  TimesTen,1
   ,1
Iridio Mantovani,1
Aug 14  2001,1
900 1000,1
Tennessee Supreme Court,1
MAKI,1
May 1  2006,1
Referencer developers,1
May 1  2001,1
MLDonkey,1
May 1  2003,1
Aaron Bockover,1
Kolab,1
AOL,1
Pharo,1
DDR2 GDDR3,1
FireStream 9370,1
Magic,1
First form,1
17 September 2013,1
2003 (January),1
grayscale(),1
V12  V12 5,1
APE,1
Mobility Radeon X1800 XT,1
105,1
sbl xbl spamhaus org,1
 j6i,1
Radeon X800 XT PE,1
API,1
Supported by old Japanese applications,1
 yuv,1
ohmiGene,1
XHTML  CSS,1
January 1  2002,1
WirelessDriver,1
phpMyAdmin Development Team,1
image vnd dxf,1
Photograph images   Supported by most web browsers ,1
Free   Online storage free up to 3 GB   Additional storage space available,1
APX,1
bruidhinn,1
Internet Explorer  Microsoft Office,1
Dynamic IP address ranges,1
Ancestral Quest,1
3 3 2,1
SeaMonkey,1
January 1  2005,1
January 1  2003,1
GeForce Go 7600,1
FireStream 9270,1
Local cubes,1
application pdf,1
WordPerfect Graphics File,1
18 8,1
C   Qt,1
 miff,1
DaDaBIK,1
NV2A,1
Radeon 9600 XT,1
GeForce256 DDR,1
 ir (irir),1
Written in,1
Better Portable Graphics,1
Intel PRO Wireless 2100 2200BG 2225BG 2915ABG 3945ABG 4965AGN,1
First line,1
ARW,1
Day care,1
ASA,1
Grad,1
Jedox,1
Z39 50  SRU  Web of Knowledge,1
Single IP addresses which only send UBE  Specializing in snowshoe spam and other 'under the radar' spams which evade many other DNSBLs  Has FP level comparable to Zen ,1
EclipseFP Plugin,1
ASE,1
Maryland Court of Appeals,1
United States Military,1
audio,1
T 34,1
153 6,1
Dentrix,1
XAML,1
WS_FTP stands for WinSock File Transfer Protocol  It's developed and sold by Ipswitch  which offers it with three different prices  an FTP server  an SFTP server  and the full Corporate version with encrypting and SCP2 ,1
NHN Corporation,1
Listings based on  instant  automated checks  recipient nomination and traps ,1
Spamanalysis org,1
Yes ,1
vasm,1
Internal  Active Directory  any LDAP compatible source  Unix,1
AC Sentinel,1
E nth column(n),1
Server side backup  restore of bookmarks  sync profiles so that only certain bookmarks sync to certain browsers  password storage is deprecated  Xmarks recommends using LastPass instead ,1
Oaz Communications,1
N last child,1
Musicians  Podcasts  Vloggers  Youtubers  Webcomics,1
linear gradient,1
Graphics Interchange Format,1
Zen,1
The web version EndNote Basic (formerly  EndNote Web) is free of charge,1
GeForce 6800 GS,1
Single IP addresses that send mail to spamtrap,1
E enabled,1
Hosts demanding that they never be tested,1
GeForce 6800 GT,1
Inkscape SVG,1
frequency,1
Right page,1
5 666 3516 (December 12  2013  17 months ago),1
Mosquito,1
IP addresses can be reported as known spam sources by users  additionally automated listing if spam arrives at the mailservers of inps de,1
68 75,1
Only sound output,1
dul dnsbl sorbs net,1
Indirect adjacent,1
Radeon 9600 SE,1
Not yet officially,1
DbVisualizer,1
Yes (USB 2 0),1
Pe 8,1
Arizona Supreme Court,1
linear gradient(),1
Used by PhotoPhilia,1
valign,1
Morfik,1
Mac OS X  Windows (all)  Linux (all)   BSD  Solaris  IBM ,1
ocean,1
pre  samp  code,1
7 20 20 16,1
A printed circuit board design program for Microsoft Windows  FreePCB allows for up to 16 copper layers  both metric and English units  and export of designs in Gerber format  Boards can be partially or fully autorouted with the FreeRouting autorouter by using the FpcROUTE Specctra DSN file translator ,1
3 1 3 5 (October 31  2012  2 years ago),1
4 6 4 8,1
SCBL,1
C   Java,1
pyftpdlib,1
Full Epub3 support for in book audio and video   Online sync of all bookmarks  highlights  notes and reading position   Import DRM free PDF and Epub files   User created collections for organizing books ,1
Time dimensional   past,1
Singapore,1
inps de,1
Musepack,1
misc dnsbl sorbs net,1
proprietary  but freeware for any use,1
AWD,1
search repositories from interface  supports plug ins  Universal iOS app,1
176,1
Allowed  Runner reaches safety base in foul territory  fielders make play at regular 1st base,1
GeForce3 Ti500,1
Aggregate zone (all aggregates and what they include are listed on SORBS),1
Illegal third party exploits (e g  open proxies  email spambot  malware download sites and botnet),1
application x eva,1
text plain,1
Ulead File for Objects,1
      u ,1
Skinnable,1
phpPgAdmin,1
DMARC,1
Rage 128 VR,1
Subject,1
8 6 3,1
PSX TIM,1
Support for the CEBX ebook format VGA output support,1
Wasabi,1
105mm Howitzer,1
August 2013  v5 3 6,1
   ,1
E read write,1
October 14  2002,1
Managed by Courier authentication library which can use PAM  Userdb  PostgreSQL(beta)  MySQL  LDAP  and EXTERNAL ,1
GeForce4 Go 4200,1
PowerPC Amiga,1
Embarcadero Delphi  C  NET,1
road,1
InterLeaved BitMap,1
Sets the amount of space between frames,1
Synonym of img,1
Kerio Connect,1
Preferred list to check all Spamhaus listings with one query ,1
Reception,1
comparable to uribl com and surbl org  this is a list of IP addresses and domains which are used by spammers in the clickable links found in the body of spam messages,1
2 1 3,1
E link,1
ACM  ADS  Google Books  Google Scholar  JSTOR  MathSciNet  Project Muse  Scopus  Web of Science,1
Radeon X800 GT 256MB,1
1864,1
E hover,1
NcFTP,1
Heise Zeitschriften Verlag GmbH   Co  KG  hosted by manitu GmbH,1
rgba(r  g  b  a),1
Kirov class,1
128 x2,1
s5h net Internet Services,1
Alexander V  Lukyanov,1
application xml,1
P203,1
P202,1
P205,1
P204,1
insignificant,1
P201,1
P200,1
US 79 219   Free for projects up to 100 references,1
Minolta RAW,1
P207,1
P206,1
P209,1
P208,1
via Wine,1
Pre 1950s Gaeidheal in Irish,1
Nihon Shinbun Kyokai (      ),1
13 14,1
sepia(),1
Schematic capture   Verilog   VHDL   simulation,1
Encapsulated PostScript,1
Mobility Radeon 9000,1
Apr 1  2003,1
Magick Vector Graphics,1
Supreme Court  9 Court of Criminal Appeals  5,1
JMA,1
HotJava,1
RICOH,1
Courier Mail Server,1
Pitching rubber only,1
IBM DB2  Sybase  MS Access,1
Anywhere Software,1
Supported by most web browsers  Supports transparency and animation ,1
Plogger,1
Clarified Artistic License,1
January 11  2007,1
FileZilla Server,1
fraction,1
Supports all Cyrus SASL authentication methods except for APOP  Also supports X 509 PKI auth via STARTTLS and EXTERNAL ,1
E attr ,1
Some leagues allow an arbitrary number of extra players  up to the entire roster ,1
Silicon Graphics Image,1
P225,1
Fantaisie Software,1
P224,1
P227,1
JNG,1
P226,1
Radeon R9 M265X,1
P221,1
P220,1
DBLP  Zotero  BibSonomy  Mendeley,1
Opera Mini  Opera Mobile,1
P223,1
P222,1
 zdt,1
safe dnsbl sorbs net,1
P229,1
P228,1
HTTP (REST SOAP),1
Scitex Continuous Tone Picture,1
0 07 (December 24  2007  7 years ago),1
CADRG,1
OpenOffice CSV,1
P230,1
GIMP brush,1
GeForce2 Go 100,1
Upscene Productions,1
P214,1
P213,1
symbols(),1
P216,1
2007 11 08,1
P215,1
placeholder text,1
P210,1
DirectX,1
Qt C  ,1
P212,1
P211,1
P218,1
Radeon X600 Pro,1
Intelligent playlists from database (based on criteria),1
P217,1
P219,1
Jalbum,1
Radeon X300,1
SAI,1
USA  Canada,1
Service providers are added on receipt of a 'third strike' spam,1
PhotoLine Document,1
In Classical Irish the forms were  i    a    in    an     i in  when the following sound was slender  and  a an  when the following sound was broad   In both Irish and Scottish  in the spoken language  the four forms of  i    a    in    an  still exist ,1
C  C   (GTK ),1
Shared 128  64  128,1
403 2,1
Automated listing via distributed monitoring points,1
K25,1
Aldfaer,1
3 4 4 1,1
Configurable tap zones (next previous page  show menus  rotation lock  toggle heads up display)  Optionally uses the rear camera for  look through  reading ,1
1   6 April 2011,1
 75,1
2003 11 29,1
P235,1
P232,1
 xwd   x11,1
P231,1
3 3 8,1
P234,1
3 3 9,1
P233,1
number followed by  ,1
4 576,1
Peter Pawlowski,1
22 4 20 (read)  15 (write),1
Brother's Keeper,1
Preferred and supported by Paint NET,1
PocketBook reader,1
HTTP  FTP  Flash Uploader  scan remote location,1
GeForce 6800 LE,1
3 2 (March 29  2015  2 months ago),1
Coppermine,1
BAY,1
0 664,2
1,2
 tif   tiff,2
Yes (plugin),2
Mar 2003,2
37 76,2
Board of directors of management company handles hired services,2
Radeon X700 Pro,2
turn,2
ERDAS,2
a,2
i,2
o,2
Photograph images  eventual replacement for JPEG ,2
s,2
y,2
1015,2
HTTP,2
Year 1,2
1024,2
 img,2
PLAIN  LOGIN  CRAM MD5  NTLM,2
1040,2
Limited,2
West Virginia,2
 ima,2
New York,2
 ,2
 ,2
Minnesota,2
 ,2
Banshee,2
via Plugins,2
PremiumSoft CyberTech Ltd ,2
Montana,2
went,2
eBookMobi,2
Kentucky,2
go  goes,2
Apache Derby,2
February 6  2001,2
Varies (see article),2
 b ,2
RV350,2
3 5,2
Driver Side Only,2
WebDav,2
8  16,2
19 2,2
 d ,2
DjVu,2
warmly,2
Used by KiriKiri,2
Wisconsin,2
Lucent Agere Systems Hermes (WaveLAN ORiNOCO)  Intersil PRISM 2 802 11b,2
yes (partial),2
NV31M,2
Optional at build time,2
296,2
start,2
Marvin,2
Utah,2
Blio,2
Radeon X800 XL,2
Radeon X800 XT,2
ASLv2  proprietary,2
 k  ,2
NV34M,2
R423 R480 (thor),2
1999,2
 art,2
Removal from the association,2
Automatic calculated from UCEPROTECT Level 1,2
Yes (royalty free),2
 r ,2
Joint Bi level Image Experts Group,2
SDR DDR,2
cuan,2
Eclipse JDT,2
Maryland,2
1120,2
Elementary school,2
R430 (thor),2
Supported by StarOffice Draw 3 5,2
Woody Rinn,2
Pitching,2
MTexels s,2
proprietary  trialware,2
No longer than 34 inches (864 mm)  Most commonly made of composite materials  also aluminum  though wooden bats may be used,2
Key Stage 5  A level,2
Oracle Corp ,2
    ,2
1180,2
(v4 x 5 x),2
Florida,2
OS X,2
3 7,2
0 84,2
0 85,2
Apr 2006,2
Maine,2
166 183,2
332,2
Kindle,2
Mozilla Public License,2
 u (iru),2
Windows Phone 8,2
(v4 x),2
PowerPlay 3 0  Fullstream,2
Georgia,2
20,2
Idaho,2
3 11 (February 4  2014  15 months ago),2
Quest Software,2
37,2
3 5 5,2
Hawaii,2
380,2
45,2
390,2
Local link,2
February 1  2003,2
83,2
1 2 2 2,2
MPixels s,2
SOCKS5,2
M11,2
books,2
Optional (ClamAV),2
Electronic Arts and Commodore Amiga,2
DB2,2
Ported from FreeBSD,2
Abandoned,2
High school,2
html,2
M58,2
16 128 system,2
Oregon,2
Rhode Island,2
World Wide Web Consortium,2
7 innings (5 in certain college games),2
Corel Corporation,2
8 64,2
C ,2
Remote control via web,2
Nevada,2
Radeon X800,2
Michigan,2
JPEG XR   HD Photo,2
Gregory Ward Larson,2
Vermont,2
Prioritization,2
130 110,2
Thomson Reuters,2
Truck,2
    ,2
Plugin available,2
4 1,2
North Carolina,2
HT,2
Automatically Submitted,2
May 4  2004,2
Fourth form,2
Autodesk,2
South Carolina,2
USA,2
5 6,2
966 1098,2
Appointment by Governor,2
SOCKS,2
 BSD  Linux  Mac,2
460,2
Windows Phone,2
Indiana,2
470,2
MO DCA,2
 tlg,2
Batter,2
Sybase,2
GPLv2,2
Canon,2
Deed restricted,2
New Mexico,2
Internet Explorer  WebTV,2
Texas,2
Bandwidth (GB s),2
Alaska,2
Rdio,2
South Dakota,2
1 655350 Hz,2
Broadcatching (RSS),2
open source  free software,2
List tables,2
    ,2
3DC  DLCS  Clock Gating,2
 cut,2
DragonFly BSD kernel,2
Yes (starting w  SP2),2
del  CSS,2
Selective downloads,2
NSK TIFF,2
Encrypted transfer,2
FreeBSD kernel,2
Sets the margin between the browser window and the contents of the page,2
Puerto Rico,2
Bluefire Reader,2
Web seeding,2
Fully depending on Level 1,2
64 128,2
HeidiSQL,2
 emf   emz,2
1375,2
Various,2
5 312 5 856,2
image,2
15 000,2
em,2
Radeon X700,2
 u  ,2
ex,2
31 0,2
5 1,2
R360,2
4 4 4,2
507,2
CSW 2 0,2
September 18  2006,2
Hyper Transport,2
Scalable Vector Graphics (SVG),2
MOperations s,2
in,2
Membership fluctuates as members are free to leave or join without restitution,2
528,2
533,2
June 23  2010,2
62 5,2
6 years (both),2
Tennessee,2
572,2
575,2
Cleversafe,2
ol,2
Sept  15  2005,2
580,2
Junior year,2
Illinois,2
11th grade,2
Microsoft Visual Studio,2
Volunteers,2
Yes  Up to 6 channels,2
RV200 (morpheus),2
Modified Missouri Plan,2
New Jersey,2
xMule,2
Mar  1  2003,2
Aug  1  2005,2
Up to 256 from system memory,2
Guayadeque Music Player,2
IPTC NAA,2
Louisiana,2
TrueType (TTF),2
Mandatory membership,2
Windows  Mac  Linux,2
image jpeg,2
R423,2
link,2
R430,2
HT 2 0,2
Ecoute,2
Cognos TM1,2
Linux  OS X  Windows,2
11 12,2
RV770,2
13 824,2
102 4,2
go ,2
No  (requires Chrome),2
March 1  2006,2
Infants year 1,2
 e  ,2
North Dakota,2
32 0,2
Borland Delphi Objective C,2
Embarcadero Technologies,2
Supported by some old Japanese applications ,2
Depends,2
Colorado,2
List databases,2
625,2
License,2
OpenBSD  Solaris,2
Virginia,2
FTP,2
Yes (replaced by Action Center),2
Cubes,2
php,2
Two years,2
ALAC,2
760 5,2
image svg xml,2
XMMS based,2
 a  ,2
Namespaced,2
Stanza,2
Washington,2
33 28,2
13200,2
warm,2
8112,2
or    or,2
Apabi Reader,2
Radeon 9000,2
Equipment,2
SaaS,2
14 15,2
Connecticut,2
    ,2
P98,2
P99,2
Yes (2003   later),2
R520,2
GeoRSS,2
Used by many legacy Unix applications ,2
Python,2
WebP,2
7 68,2
RV380 (vishnu),2
New Hampshire,2
Songbird,2
Encrypted storage,2
XNU,2
Mississippi,2
7 5,2
Oklahoma,2
7 years,2
E indeterminate,2
Wyoming,2
    ,2
KDevelop,2
PCI,2
RV250 (iris),2
725,2
2012,2
Field,2
2007,2
2006,2
2002,2
Informix,2
Google,2
would go,2
Apple Power Macintosh,2
PIC,2
radio,2
Xmarks,2
OpenType (OTF),2
 p  ,2
beta,2
41 5 45 75,2
Windows NT kernel,2
Unsolicited bulk commercial email senders,2
Netscape (4 only),2
Web Open Font Format (WOFF),2
 o  ,2
WiredTiger,2
Firebird,2
free,2
MegaReader,2
Voluntary membership,2
R423 R480 R430 (thor),2
Kobo Reading App,2
OpenSearch GEO,2
Element,2
3 2 6 4,2
Nebraska,2
td  th,2
Google Scholar,2
Media Jukebox,2
ModelRight,2
Membership remains constant,2
October 1  2001,2
FLAC,2
Aug 1  2002,2
200 400 (DDR)  400 800 (DDR2),2
Dec  6  2005,2
4704,2
aithris,2
Solaris kernel,2
Battle of the Bulge,2
 gbr,2
5 12 4 4,2
 oj (libroj),2
Casio,2
uBooks,2
810,2
    (  ) ,2
    ,2
825,2
Board of directors seeks volunteers to help  then hires services,2
128 64,2
DDR  DDR2,2
850,2
image png,2
35 84,2
864,2
MonoDevelop,2
Xamarin and the Mono community,2
Jet Pro,2
other,2
Automatic (upon receipt of a spam to a real person's mailbox)  with extensive whitelists and filtering to prevent false positives,2
 pat,2
1 78,2
Automatic (GD ImageMagick),2
70 (or end of current term),2
Runner,2
Opal,2
1 88,2
web based,2
 pcf,2
 pcd,2
0 8,2
Supported by Kivio,2
1 4,2
16 17,2
iBouquiniste,2
SOCKS4A,2
IP addresses used to send spam to trap,2
Stuka,2
Pennsylvania,2
Time dimensional   current,2
Oracle Corporation,2
book,2
IFF,2
G70M,2
Yes (Enterprise and Ultimate only),2
OAI MPH,2
Embedded OpenType (EOT),2
 png,2
Parallels Desktop for Mac,2
325  380,2
5 12 12 8,2
MS DOS 7 1,2
August 1999,2
G73M,2
SSH2,2
SSH1,2
PCIe 2 1 x16,2
637 5,2
P104,2
P103,2
P106,2
P105,2
P100,2
P102,2
P101,2
P108,2
P107,2
P109,2
 y  ,2
will go,2
Betas,2
SharpDevelop,2
Radeon X850 Pro,2
P111,2
P110,2
P112,2
DL Reader,2
932,2
Players,2
Yes (NV42 only),2
AGPLv3,2
Cache,2
iBooks,2
ul  ol,2
RV870,2
DDR DDR2,2
Ohio,2
ShuBook,2
Linux kernel,2
Ebook Reader,2
(subscription required)Category Pages containing links to subscription only content,2
Delaware,2
Year 10,2
Engine,2
   ,2
NV10,2
100,2
103,2
27 100,2
OpenSearch,2
January 1  2006,2
   ,2
RSS,2
January 19  2006,2
ART,2
Missouri,2
Radeon X800 Pro,2
Strike through,2
DDR2 GDDR3,2
Radeon 9100,2
Kansas,2
Iowa,2
   ,2
Yes (Mac Only),2
175,2
i2Reader,2
Radeon X850 XT,2
Gael,2
Arizona,2
Used by many old Japanese applications ,2
 i  ,2
Massachusetts,2
1 4 4 4,2
   ,2
Yes (SLI Connector or PCI E Interface),2
SORBS Admin (manual submission),2
SAP,2
3 4 4 2,2
MVertices s,2
2,3
6,3
SAP NetWeaver BW,3
e,3
Delphi,3
u,3
JVM,3
R200 (chaplin),3
1080,3
CSS3 ML1,3
Android,3
February 6  2002,3
206,3
Election by State Legislature,3
240,3
8 6 8 16,3
SVG,3
260,3
1942,3
1998,3
third party,3
RV280 (argus),3
August 25  2003,3
   ,3
3 3,3
 a (varma),3
PHP MySQL,3
333,3
Yes  Up to 8 channels,3
Microsoft Analysis Services,3
invaluement DNSBL,3
to go,3
31,3
Winamp,3
CONNECT,3
